Key,Summary,Description,Type,Priority,Component,Test Mode
VWO-04819,Verify Infinite Scroll : User is displays appropriate error messages,"
Description:
As a VWO user
I want to verify that Infinite Scroll functionality works correctly
So that I can displays appropriate error messages

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Infinite Scroll section
2. Perform action: displays appropriate error messages
3. Verify the result

Expected Result: Session recording is saved

Related Jira: VWO-3549
Story Points: 12
Estimate: 5 hours
",Integration,Critical,Core,Automated
VWO-04820,Verify PWA : User is properly handles timeouts,"
Description:
As a VWO user
I want to verify that PWA functionality works correctly
So that I can properly handles timeouts

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to PWA section
2. Perform action: properly handles timeouts
3. Verify the result

Expected Result: Statistical significance is calculated

Related Jira: VWO-5409
Story Points: 7
Estimate: 6 hours
",Non-Functional,Critical,Integrations,Automated
VWO-04821,Verify UTM Parameters : User is properly handles timeouts,"
Description:
As a VWO user
I want to verify that UTM Parameters functionality works correctly
So that I can properly handles timeouts

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to UTM Parameters section
2. Perform action: properly handles timeouts
3. Verify the result

Expected Result: Heatmap is generated

Related Jira: VWO-1694
Story Points: 2
Estimate: 8 hours
",Integration,Critical,API,Automated
VWO-04822,Verify Lazy Loading : User is able to view analytics,"
Description:
As a VWO user
I want to verify that Lazy Loading functionality works correctly
So that I can able to view analytics

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Lazy Loading section
2. Perform action: able to view analytics
3. Verify the result

Expected Result: Targeting rules are applied

Related Jira: VWO-7573
Story Points: 7
Estimate: 3 hours
",UX,Minor,Performance,Automated
VWO-04823,Verify Form Submissions : User is properly validates input fields,"
Description:
As a VWO user
I want to verify that Form Submissions functionality works correctly
So that I can properly validates input fields

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Form Submissions section
2. Perform action: properly validates input fields
3. Verify the result

Expected Result: Success message is displayed

Related Jira: VWO-2838
Story Points: 5
Estimate: 3 hours
",Performance,Major,Core,Manual
VWO-04824,Verify Right to be Forgotten : User is displays loading indicators,"
Description:
As a VWO user
I want to verify that Right to be Forgotten functionality works correctly
So that I can displays loading indicators

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Right to be Forgotten section
2. Perform action: displays loading indicators
3. Verify the result

Expected Result: User is logged in successfully

Related Jira: VWO-6276
Story Points: 5
Estimate: 2 hours
",Performance,Major,Performance,Automated
VWO-04825,Verify Publish Campaign : User is able to integrate with API,"
Description:
As a VWO user
I want to verify that Publish Campaign functionality works correctly
So that I can able to integrate with API

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Publish Campaign section
2. Perform action: able to integrate with API
3. Verify the result

Expected Result: Data is displayed correctly

Related Jira: VWO-6889
Story Points: 7
Estimate: 4 hours
",Non-Functional,Trivial,Security,Automated
VWO-04826,Verify Data Export : User is correctly displays heatmap data,"
Description:
As a VWO user
I want to verify that Data Export functionality works correctly
So that I can correctly displays heatmap data

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Data Export section
2. Perform action: correctly displays heatmap data
3. Verify the result

Expected Result: Statistical significance is calculated

Related Jira: VWO-3158
Story Points: 5
Estimate: 2 hours
",Integration,Major,Dashboard,Automated
VWO-04827,Verify Email Alerts : User is displays loading indicators,"
Description:
As a VWO user
I want to verify that Email Alerts functionality works correctly
So that I can displays loading indicators

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Email Alerts section
2. Perform action: displays loading indicators
3. Verify the result

Expected Result: Traffic is distributed correctly

Related Jira: VWO-2201
Story Points: 7
Estimate: 4 hours
",Integration,Critical,Security,Manual
VWO-04828,Verify Campaign Create : User is able to integrate with API,"
Description:
As a VWO user
I want to verify that Campaign Create functionality works correctly
So that I can able to integrate with API

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Campaign Create section
2. Perform action: able to integrate with API
3. Verify the result

Expected Result: User is logged in successfully

Related Jira: VWO-8704
Story Points: 4
Estimate: 7 hours
",Functional,Minor,Performance,Automated
VWO-04829,Verify Session Recordings : User is able to delete campaign,"
Description:
As a VWO user
I want to verify that Session Recordings functionality works correctly
So that I can able to delete campaign

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Session Recordings section
2. Perform action: able to delete campaign
3. Verify the result

Expected Result: Data is displayed correctly

Related Jira: VWO-3408
Story Points: 8
Estimate: 2 hours
",Integration,Blocker,Core,Manual
VWO-04830,Verify Save Template : User is able to integrate with API,"
Description:
As a VWO user
I want to verify that Save Template functionality works correctly
So that I can able to integrate with API

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Save Template section
2. Perform action: able to integrate with API
3. Verify the result

Expected Result: Integration works correctly

Related Jira: VWO-7852
Story Points: 2
Estimate: 4 hours
",Smoke,Major,Core,Automated
VWO-04831,Verify Campaign Delete : User is able to set campaign goals,"
Description:
As a VWO user
I want to verify that Campaign Delete functionality works correctly
So that I can able to set campaign goals

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Campaign Delete section
2. Perform action: able to set campaign goals
3. Verify the result

Expected Result: Heatmap is generated

Related Jira: VWO-7774
Story Points: 12
Estimate: 1 hours
",Regression,Minor,Editor,Manual
VWO-04832,Verify Scheduled Maintenance : User is correctly records user sessions,"
Description:
As a VWO user
I want to verify that Scheduled Maintenance functionality works correctly
So that I can correctly records user sessions

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Scheduled Maintenance section
2. Perform action: correctly records user sessions
3. Verify the result

Expected Result: Dashboard loads correctly

Related Jira: VWO-6336
Story Points: 1
Estimate: 8 hours
",Performance,Minor,Mobile,Automated
VWO-04833,Verify Data Processing : User is properly handles timeouts,"
Description:
As a VWO user
I want to verify that Data Processing functionality works correctly
So that I can properly handles timeouts

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Data Processing section
2. Perform action: properly handles timeouts
3. Verify the result

Expected Result: Data is exported successfully

Related Jira: VWO-4821
Story Points: 3
Estimate: 4 hours
",Performance,Minor,Analytics,Automated
VWO-04834,Verify 注意力 Maps : User is able to configure traffic allocation,"
Description:
As a VWO user
I want to verify that 注意力 Maps functionality works correctly
So that I can able to configure traffic allocation

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to 注意力 Maps section
2. Perform action: able to configure traffic allocation
3. Verify the result

Expected Result: Traffic is distributed correctly

Related Jira: VWO-7078
Story Points: 12
Estimate: 8 hours
",Integration,Minor,Analytics,Automated
VWO-04835,Verify Analytics Dashboard : User is able to invite team members,"
Description:
As a VWO user
I want to verify that Analytics Dashboard functionality works correctly
So that I can able to invite team members

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Analytics Dashboard section
2. Perform action: able to invite team members
3. Verify the result

Expected Result: Variation is displayed correctly

Related Jira: VWO-8214
Story Points: 4
Estimate: 1 hours
",UX,Minor,Performance,Manual
VWO-04836,Verify Banner : User is able to set campaign goals,"
Description:
As a VWO user
I want to verify that Banner functionality works correctly
So that I can able to set campaign goals

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Banner section
2. Perform action: able to set campaign goals
3. Verify the result

Expected Result: Integration works correctly

Related Jira: VWO-3048
Story Points: 1
Estimate: 3 hours
",Performance,Trivial,Performance,Automated
VWO-04837,Verify JQuery Support : User is able to view analytics,"
Description:
As a VWO user
I want to verify that JQuery Support functionality works correctly
So that I can able to view analytics

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to JQuery Support section
2. Perform action: able to view analytics
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-8353
Story Points: 12
Estimate: 7 hours
",Smoke,Minor,Core,Automated
VWO-04838,Verify WYSIWYG Editor : User is able to login with invalid credentials,"
Description:
As a VWO user
I want to verify that WYSIWYG Editor functionality works correctly
So that I can able to login with invalid credentials

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to WYSIWYG Editor section
2. Perform action: able to login with invalid credentials
3. Verify the result

Expected Result: User is shown error message

Related Jira: VWO-5542
Story Points: 5
Estimate: 7 hours
",Security,Critical,Security,Automated
VWO-04839,Verify Visual Editor : User is correctly calculates statistical significance,"
Description:
As a VWO user
I want to verify that Visual Editor functionality works correctly
So that I can correctly calculates statistical significance

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Visual Editor section
2. Perform action: correctly calculates statistical significance
3. Verify the result

Expected Result: Integration works correctly

Related Jira: VWO-7674
Story Points: 12
Estimate: 7 hours
",Regression,Blocker,Mobile,Manual
VWO-04840,Verify Role Management : User is correctly records user sessions,"
Description:
As a VWO user
I want to verify that Role Management functionality works correctly
So that I can correctly records user sessions

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Role Management section
2. Perform action: correctly records user sessions
3. Verify the result

Expected Result: Traffic is distributed correctly

Related Jira: VWO-2308
Story Points: 3
Estimate: 6 hours
",Security,Minor,Dashboard,Automated
VWO-04841,Verify Meteor Compatibility : User is successfully handles high traffic,"
Description:
As a VWO user
I want to verify that Meteor Compatibility functionality works correctly
So that I can successfully handles high traffic

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Meteor Compatibility section
2. Perform action: successfully handles high traffic
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-6261
Story Points: 2
Estimate: 7 hours
",Smoke,Blocker,Mobile,Manual
VWO-04842,Verify A/B Test : User is correctly tracks scroll depth,"
Description:
As a VWO user
I want to verify that A/B Test functionality works correctly
So that I can correctly tracks scroll depth

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to A/B Test section
2. Perform action: correctly tracks scroll depth
3. Verify the result

Expected Result: Statistical significance is calculated

Related Jira: VWO-8072
Story Points: 11
Estimate: 1 hours
",Non-Functional,Trivial,Performance,Automated
VWO-04843,Verify Subscription : User is successfully handles high traffic,"
Description:
As a VWO user
I want to verify that Subscription functionality works correctly
So that I can successfully handles high traffic

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Subscription section
2. Perform action: successfully handles high traffic
3. Verify the result

Expected Result: Integration works correctly

Related Jira: VWO-6881
Story Points: 2
Estimate: 1 hours
",Functional,Trivial,Mobile,Manual
VWO-04844,Verify Reports : User is correctly displays heatmap data,"
Description:
As a VWO user
I want to verify that Reports functionality works correctly
So that I can correctly displays heatmap data

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Reports section
2. Perform action: correctly displays heatmap data
3. Verify the result

Expected Result: Statistical significance is calculated

Related Jira: VWO-6081
Story Points: 5
Estimate: 6 hours
",Functional,Trivial,API,Manual
VWO-04845,Verify Preview Mode : User is able to view analytics,"
Description:
As a VWO user
I want to verify that Preview Mode functionality works correctly
So that I can able to view analytics

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Preview Mode section
2. Perform action: able to view analytics
3. Verify the result

Expected Result: Traffic is distributed correctly

Related Jira: VWO-5694
Story Points: 6
Estimate: 6 hours
",Smoke,Critical,Security,Automated
VWO-04846,Verify Variations : User is successfully handles high traffic,"
Description:
As a VWO user
I want to verify that Variations functionality works correctly
So that I can successfully handles high traffic

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Variations section
2. Perform action: successfully handles high traffic
3. Verify the result

Expected Result: Error message is displayed

Related Jira: VWO-4589
Story Points: 11
Estimate: 7 hours
",UX,Critical,Analytics,Automated
VWO-04847,Verify Visual Goal Creator : User is shows confirmation dialogs,"
Description:
As a VWO user
I want to verify that Visual Goal Creator functionality works correctly
So that I can shows confirmation dialogs

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Visual Goal Creator section
2. Perform action: shows confirmation dialogs
3. Verify the result

Expected Result: Heatmap is generated

Related Jira: VWO-1751
Story Points: 5
Estimate: 4 hours
",Performance,Blocker,Security,Manual
VWO-04848,Verify Custom Events : User is correctly shows variations to users,"
Description:
As a VWO user
I want to verify that Custom Events functionality works correctly
So that I can correctly shows variations to users

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Custom Events section
2. Perform action: correctly shows variations to users
3. Verify the result

Expected Result: Conversion is recorded

Related Jira: VWO-9045
Story Points: 9
Estimate: 4 hours
",Performance,Critical,Performance,Manual
VWO-04849,Verify Duration Calculator : User is correctly shows variations to users,"
Description:
As a VWO user
I want to verify that Duration Calculator functionality works correctly
So that I can correctly shows variations to users

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Duration Calculator section
2. Perform action: correctly shows variations to users
3. Verify the result

Expected Result: Webhook is triggered correctly

Related Jira: VWO-4987
Story Points: 10
Estimate: 7 hours
",Smoke,Minor,Mobile,Automated
VWO-04850,Verify Modal Dialog : User is properly handles timeouts,"
Description:
As a VWO user
I want to verify that Modal Dialog functionality works correctly
So that I can properly handles timeouts

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Modal Dialog section
2. Perform action: properly handles timeouts
3. Verify the result

Expected Result: Webhook is triggered correctly

Related Jira: VWO-3377
Story Points: 11
Estimate: 4 hours
",UX,Blocker,Editor,Automated
VWO-04851,Verify Campaign Delete : User is able to set campaign goals,"
Description:
As a VWO user
I want to verify that Campaign Delete functionality works correctly
So that I can able to set campaign goals

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Campaign Delete section
2. Perform action: able to set campaign goals
3. Verify the result

Expected Result: Session recording is saved

Related Jira: VWO-1681
Story Points: 2
Estimate: 6 hours
",Non-Functional,Minor,Editor,Automated
VWO-04852,Verify Custom Variables : User is shows confirmation dialogs,"
Description:
As a VWO user
I want to verify that Custom Variables functionality works correctly
So that I can shows confirmation dialogs

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Custom Variables section
2. Perform action: shows confirmation dialogs
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-9734
Story Points: 2
Estimate: 6 hours
",UX,Critical,Dashboard,Manual
VWO-04853,Verify PWA : User is able to assign roles to users,"
Description:
As a VWO user
I want to verify that PWA functionality works correctly
So that I can able to assign roles to users

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to PWA section
2. Perform action: able to assign roles to users
3. Verify the result

Expected Result: Data is displayed correctly

Related Jira: VWO-6562
Story Points: 10
Estimate: 8 hours
",Security,Major,Core,Automated
VWO-04854,Verify 2FA : User is correctly tracks conversions,"
Description:
As a VWO user
I want to verify that 2FA functionality works correctly
So that I can correctly tracks conversions

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to 2FA section
2. Perform action: correctly tracks conversions
3. Verify the result

Expected Result: Targeting rules are applied

Related Jira: VWO-7721
Story Points: 6
Estimate: 2 hours
",Integration,Critical,Analytics,Automated
VWO-04855,Verify Experiment Goals : User is able to configure traffic allocation,"
Description:
As a VWO user
I want to verify that Experiment Goals functionality works correctly
So that I can able to configure traffic allocation

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Experiment Goals section
2. Perform action: able to configure traffic allocation
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-1489
Story Points: 1
Estimate: 3 hours
",Smoke,Minor,Editor,Manual
VWO-04856,Verify Save Draft : User is properly validates input fields,"
Description:
As a VWO user
I want to verify that Save Draft functionality works correctly
So that I can properly validates input fields

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Save Draft section
2. Perform action: properly validates input fields
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-4544
Story Points: 2
Estimate: 6 hours
",UX,Critical,Dashboard,Automated
VWO-04857,Verify Device Targeting : User is properly validates input fields,"
Description:
As a VWO user
I want to verify that Device Targeting functionality works correctly
So that I can properly validates input fields

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Device Targeting section
2. Perform action: properly validates input fields
3. Verify the result

Expected Result: User is redirected to dashboard

Related Jira: VWO-7869
Story Points: 1
Estimate: 3 hours
",Performance,Blocker,Security,Automated
VWO-04858,Verify Backup : User is displays loading indicators,"
Description:
As a VWO user
I want to verify that Backup functionality works correctly
So that I can displays loading indicators

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Backup section
2. Perform action: displays loading indicators
3. Verify the result

Expected Result: Heatmap is generated

Related Jira: VWO-6299
Story Points: 3
Estimate: 4 hours
",Integration,Trivial,Core,Automated
VWO-04859,Verify Email Alerts : User is able to assign roles to users,"
Description:
As a VWO user
I want to verify that Email Alerts functionality works correctly
So that I can able to assign roles to users

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Email Alerts section
2. Perform action: able to assign roles to users
3. Verify the result

Expected Result: Goals are tracked correctly

Related Jira: VWO-6742
Story Points: 8
Estimate: 7 hours
",Non-Functional,Major,Integrations,Automated
VWO-04860,Verify React Support : User is correctly saves campaign changes,"
Description:
As a VWO user
I want to verify that React Support functionality works correctly
So that I can correctly saves campaign changes

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to React Support section
2. Perform action: correctly saves campaign changes
3. Verify the result

Expected Result: User is shown error message

Related Jira: VWO-6772
Story Points: 13
Estimate: 7 hours
",Smoke,Minor,Editor,Manual
VWO-04861,Verify Account Merge : User is displays loading indicators,"
Description:
As a VWO user
I want to verify that Account Merge functionality works correctly
So that I can displays loading indicators

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Account Merge section
2. Perform action: displays loading indicators
3. Verify the result

Expected Result: Data is displayed correctly

Related Jira: VWO-8336
Story Points: 2
Estimate: 2 hours
",Performance,Critical,API,Automated
VWO-04862,Verify Form Submissions : User is correctly displays dashboard,"
Description:
As a VWO user
I want to verify that Form Submissions functionality works correctly
So that I can correctly displays dashboard

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Form Submissions section
2. Perform action: correctly displays dashboard
3. Verify the result

Expected Result: Traffic is distributed correctly

Related Jira: VWO-4884
Story Points: 3
Estimate: 5 hours
",Security,Major,API,Automated
VWO-04863,Verify JQuery Support : User is able to export reports,"
Description:
As a VWO user
I want to verify that JQuery Support functionality works correctly
So that I can able to export reports

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to JQuery Support section
2. Perform action: able to export reports
3. Verify the result

Expected Result: User is shown error message

Related Jira: VWO-6118
Story Points: 11
Estimate: 4 hours
",Performance,Minor,Analytics,Automated
VWO-04864,Verify Ajax Detection : User is able to login with invalid credentials,"
Description:
As a VWO user
I want to verify that Ajax Detection functionality works correctly
So that I can able to login with invalid credentials

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Ajax Detection section
2. Perform action: able to login with invalid credentials
3. Verify the result

Expected Result: Integration works correctly

Related Jira: VWO-9009
Story Points: 1
Estimate: 1 hours
",Performance,Critical,Core,Manual
VWO-04865,Verify SSO Login : User is able to set up webhooks,"
Description:
As a VWO user
I want to verify that SSO Login functionality works correctly
So that I can able to set up webhooks

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to SSO Login section
2. Perform action: able to set up webhooks
3. Verify the result

Expected Result: Analytics are displayed

Related Jira: VWO-1627
Story Points: 9
Estimate: 3 hours
",Integration,Blocker,API,Automated
VWO-04866,Verify Custom Audience : User is able to configure notifications,"
Description:
As a VWO user
I want to verify that Custom Audience functionality works correctly
So that I can able to configure notifications

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Custom Audience section
2. Perform action: able to configure notifications
3. Verify the result

Expected Result: Goals are tracked correctly

Related Jira: VWO-5506
Story Points: 13
Estimate: 7 hours
",Non-Functional,Minor,Security,Automated
VWO-04867,Verify Save Draft : User is correctly saves campaign changes,"
Description:
As a VWO user
I want to verify that Save Draft functionality works correctly
So that I can correctly saves campaign changes

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Save Draft section
2. Perform action: correctly saves campaign changes
3. Verify the result

Expected Result: Goals are tracked correctly

Related Jira: VWO-7319
Story Points: 11
Estimate: 5 hours
",Smoke,Minor,Integrations,Manual
VWO-04868,Verify EU Compliance : User is correctly shows variations to users,"
Description:
As a VWO user
I want to verify that EU Compliance functionality works correctly
So that I can correctly shows variations to users

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to EU Compliance section
2. Perform action: correctly shows variations to users
3. Verify the result

Expected Result: Conversion is recorded

Related Jira: VWO-1650
Story Points: 2
Estimate: 7 hours
",Security,Major,Dashboard,Manual
VWO-04869,Verify Campaign Edit : User is able to login with invalid credentials,"
Description:
As a VWO user
I want to verify that Campaign Edit functionality works correctly
So that I can able to login with invalid credentials

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Campaign Edit section
2. Perform action: able to login with invalid credentials
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-7512
Story Points: 1
Estimate: 4 hours
",Security,Trivial,Security,Automated
VWO-04870,Verify Variations : User is able to view analytics,"
Description:
As a VWO user
I want to verify that Variations functionality works correctly
So that I can able to view analytics

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Variations section
2. Perform action: able to view analytics
3. Verify the result

Expected Result: Correct content is shown

Related Jira: VWO-1167
Story Points: 5
Estimate: 5 hours
",Non-Functional,Minor,Performance,Automated
VWO-04871,Verify Targeting Rules : User is able to delete campaign,"
Description:
As a VWO user
I want to verify that Targeting Rules functionality works correctly
So that I can able to delete campaign

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Targeting Rules section
2. Perform action: able to delete campaign
3. Verify the result

Expected Result: User is shown error message

Related Jira: VWO-7365
Story Points: 7
Estimate: 2 hours
",Functional,Major,Core,Automated
VWO-04872,Verify Iframe Compatibility : User is correctly tracks scroll depth,"
Description:
As a VWO user
I want to verify that Iframe Compatibility functionality works correctly
So that I can correctly tracks scroll depth

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Iframe Compatibility section
2. Perform action: correctly tracks scroll depth
3. Verify the result

Expected Result: Analytics are displayed

Related Jira: VWO-3488
Story Points: 9
Estimate: 4 hours
",Regression,Major,Security,Automated
VWO-04873,Verify HIPAA Compliance : User is able to set targeting rules,"
Description:
As a VWO user
I want to verify that HIPAA Compliance functionality works correctly
So that I can able to set targeting rules

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to HIPAA Compliance section
2. Perform action: able to set targeting rules
3. Verify the result

Expected Result: Targeting rules are applied

Related Jira: VWO-8192
Story Points: 7
Estimate: 1 hours
",Smoke,Blocker,Performance,Manual
VWO-04874,Verify Goal Tracking : User is able to view analytics,"
Description:
As a VWO user
I want to verify that Goal Tracking functionality works correctly
So that I can able to view analytics

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Goal Tracking section
2. Perform action: able to view analytics
3. Verify the result

Expected Result: Statistical significance is calculated

Related Jira: VWO-7923
Story Points: 9
Estimate: 1 hours
",UX,Blocker,Integrations,Automated
VWO-04875,Verify Downtime : User is shows confirmation dialogs,"
Description:
As a VWO user
I want to verify that Downtime functionality works correctly
So that I can shows confirmation dialogs

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Downtime section
2. Perform action: shows confirmation dialogs
3. Verify the result

Expected Result: Statistical significance is calculated

Related Jira: VWO-2186
Story Points: 3
Estimate: 5 hours
",UX,Major,Core,Manual
VWO-04876,Verify Accelerated Mobile Pages : User is able to delete campaign,"
Description:
As a VWO user
I want to verify that Accelerated Mobile Pages functionality works correctly
So that I can able to delete campaign

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Accelerated Mobile Pages section
2. Perform action: able to delete campaign
3. Verify the result

Expected Result: Campaign changes are saved

Related Jira: VWO-5991
Story Points: 11
Estimate: 4 hours
",UX,Major,Security,Manual
VWO-04877,Verify Lazy Loading : User is successfully loads with slow connection,"
Description:
As a VWO user
I want to verify that Lazy Loading functionality works correctly
So that I can successfully loads with slow connection

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Lazy Loading section
2. Perform action: successfully loads with slow connection
3. Verify the result

Expected Result: Dashboard loads correctly

Related Jira: VWO-8673
Story Points: 3
Estimate: 5 hours
",Regression,Major,Core,Manual
VWO-04878,Verify Infinite Scroll : User is able to login with valid credentials,"
Description:
As a VWO user
I want to verify that Infinite Scroll functionality works correctly
So that I can able to login with valid credentials

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Infinite Scroll section
2. Perform action: able to login with valid credentials
3. Verify the result

Expected Result: Heatmap is generated

Related Jira: VWO-1386
Story Points: 1
Estimate: 7 hours
",Regression,Minor,Security,Manual
VWO-04879,Verify Campaign Edit : User is correctly tracks scroll depth,"
Description:
As a VWO user
I want to verify that Campaign Edit functionality works correctly
So that I can correctly tracks scroll depth

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Campaign Edit section
2. Perform action: correctly tracks scroll depth
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-3475
Story Points: 8
Estimate: 4 hours
",Performance,Blocker,Dashboard,Manual
VWO-04880,Verify California Compliance : User is properly handles timeouts,"
Description:
As a VWO user
I want to verify that California Compliance functionality works correctly
So that I can properly handles timeouts

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to California Compliance section
2. Perform action: properly handles timeouts
3. Verify the result

Expected Result: Team member receives invitation

Related Jira: VWO-7867
Story Points: 10
Estimate: 1 hours
",Security,Minor,Performance,Automated
VWO-04881,Verify Campaign Archive : User is displays appropriate error messages,"
Description:
As a VWO user
I want to verify that Campaign Archive functionality works correctly
So that I can displays appropriate error messages

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Campaign Archive section
2. Perform action: displays appropriate error messages
3. Verify the result

Expected Result: Campaign is created and saved

Related Jira: VWO-2811
Story Points: 12
Estimate: 1 hours
",Regression,Critical,Mobile,Manual
VWO-04882,Verify React Support : User is successfully loads with slow connection,"
Description:
As a VWO user
I want to verify that React Support functionality works correctly
So that I can successfully loads with slow connection

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to React Support section
2. Perform action: successfully loads with slow connection
3. Verify the result

Expected Result: Analytics are displayed

Related Jira: VWO-3864
Story Points: 7
Estimate: 8 hours
",Smoke,Blocker,Editor,Automated
VWO-04883,Verify Statistical Significance : User is correctly tracks conversions,"
Description:
As a VWO user
I want to verify that Statistical Significance functionality works correctly
So that I can correctly tracks conversions

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Statistical Significance section
2. Perform action: correctly tracks conversions
3. Verify the result

Expected Result: Heatmap is generated

Related Jira: VWO-6443
Story Points: 8
Estimate: 6 hours
",Smoke,Major,Core,Automated
